"gene","assembly","group","window","repeat_class","n_te_class"
"AL7G52400","NT9_v2","Family","pm25kb","LTR/Copia",21
"AL7G52400","NT9_v2","Family","pm25kb","LTR/Gypsy",12
"AL7G52400","NT9_v2","Family","pm25kb","LTR/Ty3",15
"AL7G52400","NT9_v2","Family","pm25kb","LTR/unknown",4
"AL7G52400","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL7G52410","NT9_v2","Family","pm25kb","DNA/Helitron",38
"AL7G52410","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",7
"AL7G52410","NT9_v2","Family","pm25kb","LINE/L1",8
"AL7G52410","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL7G52410","NT9_v2","Family","pm25kb","LTR/Copia",20
"AL7G52410","NT9_v2","Family","pm25kb","LTR/Gypsy",14
"AL7G52410","NT9_v2","Family","pm25kb","LTR/Ty3",16
"AL7G52410","NT9_v2","Family","pm25kb","LTR/unknown",4
"AL7G52410","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL7G52430","NT9_v2","Family","pm25kb","DNA/Helitron",42
"AL7G52430","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",7
"AL7G52430","NT9_v2","Family","pm25kb","LINE/L1",13
"AL7G52430","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL7G52430","NT9_v2","Family","pm25kb","LTR/Copia",32
"AL7G52430","NT9_v2","Family","pm25kb","LTR/Gypsy",12
"AL7G52430","NT9_v2","Family","pm25kb","LTR/Ty3",26
"AL7G52430","NT9_v2","Family","pm25kb","LTR/unknown",4
"AL7G52430","NT9_v2","Family","pm25kb","SINE/tRNA",4
"AL7G52550","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL7G52550","NT9_v2","Family","pm25kb","LTR/Copia",9
"AL7G52550","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL7G52550","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL7G52570","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL7G52570","NT9_v2","Family","pm25kb","LINE/unknown",4
"AL7G52570","NT9_v2","Family","pm25kb","LTR/Copia",17
"AL7G52570","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL7G52570","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL7G52952","NT9_v2","Family","pm25kb","DNA/Helitron",26
"AL7G52952","NT9_v2","Family","pm25kb","LINE/L1",3
"AL7G52952","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL7G52952","NT9_v2","Family","pm25kb","LTR/Gypsy",7
"AL7G52952","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL7G52952","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL7G52980","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL7G52980","NT9_v2","Family","pm25kb","LINE/L1",6
"AL7G52980","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL7G52980","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL7G52980","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL7G52980","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL7G53030","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL7G53030","NT9_v2","Family","pm25kb","LINE/L1",1
"AL7G53030","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL7G53030","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL7G53030","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL7G53030","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL7G53030","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL7G53030","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL7G53060","NT9_v2","Family","pm25kb","LINE/L1",2
"AL7G53060","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL7G53060","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL7G53060","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL7G53060","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL7G53060","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL7G53060","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL7G53090","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL7G53090","NT9_v2","Family","pm25kb","LINE/L1",1
"AL7G53090","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL7G53090","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL7G53090","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL7G53100","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL7G53100","NT9_v2","Family","pm25kb","LINE/L1",1
"AL7G53100","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL7G53100","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL7G53100","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL7G53110","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL7G53110","NT9_v2","Family","pm25kb","LINE/L1",1
"AL7G53110","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL7G53110","NT9_v2","Family","pm25kb","LTR/Copia",9
"AL7G53110","NT9_v2","Family","pm25kb","LTR/Ty3",13
"AL80U10070","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL80U10070","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL80U10070","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL80U10070","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL84U10010","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL84U10010","NT9_v2","Family","pm25kb","LTR/Copia",10
"AL84U10010","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL84U10010","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G10130","NT9_v2","Family","pm25kb","DNA/Helitron",8
"AL8G10130","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G10130","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G10130","NT9_v2","Family","pm25kb","LTR/Gypsy",12
"AL8G10130","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL8G10130","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G10130","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G10660","NT9_v2","Single-copy","pm25kb","DNA/Helitron",2
"AL8G10660","NT9_v2","Single-copy","pm25kb","LINE/L1",4
"AL8G10660","NT9_v2","Single-copy","pm25kb","LINE/unknown",3
"AL8G10750","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL8G10750","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G10750","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G11370","NT9_v2","Single-copy","pm25kb","DNA/Helitron",8
"AL8G11370","NT9_v2","Single-copy","pm25kb","DNA/MULE-MuDR",2
"AL8G11370","NT9_v2","Single-copy","pm25kb","LINE/L1",3
"AL8G11370","NT9_v2","Single-copy","pm25kb","LINE/unknown",3
"AL8G11370","NT9_v2","Single-copy","pm25kb","LTR/Copia",1
"AL8G11370","NT9_v2","Single-copy","pm25kb","LTR/Ty3",2
"AL8G11370","NT9_v2","Single-copy","pm25kb","LTR/unknown",1
"AL8G11480","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G11480","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G11480","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G11480","NT9_v2","Family","pm25kb","LTR/unknown",5
"AL8G11920","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G11920","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G11920","NT9_v2","Family","pm25kb","LINE/L1",5
"AL8G11920","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G11920","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G11920","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G11920","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G11930","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G11930","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G11930","NT9_v2","Family","pm25kb","LINE/L1",5
"AL8G11930","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G11940","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G11940","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G11940","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G11940","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G11950","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G11950","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G11950","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G11950","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G11960","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G11960","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G12190","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G12190","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G12190","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G12190","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G12190","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G12190","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G12890","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G12890","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G12890","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G12890","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G12890","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G13050","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G13050","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G13580","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G13580","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G13580","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G13580","NT9_v2","Family","pm25kb","LTR/Gypsy",5
"AL8G13580","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G13620","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G13620","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G13620","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G13620","NT9_v2","Family","pm25kb","LTR/Gypsy",9
"AL8G13620","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G13620","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G13660","NT9_v2","Family","pm25kb","DNA/Helitron",8
"AL8G13660","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G13660","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G13660","NT9_v2","Family","pm25kb","LTR/Gypsy",12
"AL8G13660","NT9_v2","Family","pm25kb","LTR/Ty3",9
"AL8G13660","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G13660","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G13740","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G13740","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G13740","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G13740","NT9_v2","Family","pm25kb","LTR/Gypsy",7
"AL8G13740","NT9_v2","Family","pm25kb","LTR/Ty3",3
"AL8G13740","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G14230","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G14230","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G14230","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G14230","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G14370","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G14370","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G14370","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G14370","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G14650","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G14650","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",5
"AL8G14650","NT9_v2","Family","pm25kb","LINE/L1",6
"AL8G14650","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G14650","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G14650","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G14670","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G14670","NT9_v2","Family","pm25kb","LINE/L1",5
"AL8G14670","NT9_v2","Family","pm25kb","LTR/Copia",7
"AL8G15000","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL8G15000","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G15000","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G15000","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G15000","NT9_v2","Family","pm25kb","LTR/Gypsy",3
"AL8G15000","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G15000","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G15010","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL8G15010","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G15010","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G15010","NT9_v2","Family","pm25kb","LTR/Copia",6
"AL8G15010","NT9_v2","Family","pm25kb","LTR/Gypsy",3
"AL8G15010","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G15010","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL8G15010","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G15660","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G15660","NT9_v2","Family","pm25kb","LTR/Gypsy",5
"AL8G15660","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G15660","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G15990","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G15990","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",13
"AL8G15990","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G15990","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G15990","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL8G15990","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G16330","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G16330","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G16330","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G16450","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G16450","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G16450","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G16450","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G16450","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G16450","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G16570","NT9_v2","Single-copy","pm25kb","DNA/Helitron",1
"AL8G16570","NT9_v2","Single-copy","pm25kb","LINE/unknown",2
"AL8G16570","NT9_v2","Single-copy","pm25kb","LTR/Copia",2
"AL8G16570","NT9_v2","Single-copy","pm25kb","LTR/Gypsy",5
"AL8G16570","NT9_v2","Single-copy","pm25kb","LTR/Ty3",4
"AL8G17120","NT9_v2","Family","pm25kb","DNA/Helitron",11
"AL8G17120","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G17120","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G17120","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G17120","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G17120","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL8G17120","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G17140","NT9_v2","Family","pm25kb","DNA/Helitron",11
"AL8G17140","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G17140","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G17140","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G17140","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G17140","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL8G17140","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G17150","NT9_v2","Family","pm25kb","DNA/Helitron",11
"AL8G17150","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G17150","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G17150","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G17150","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G17150","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL8G17150","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G17190","NT9_v2","Family","pm25kb","DNA/Helitron",15
"AL8G17190","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G17190","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G17190","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G17190","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G17190","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G17190","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G17270","NT9_v2","Family","pm25kb","DNA/Helitron",63
"AL8G17270","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G17270","NT9_v2","Family","pm25kb","LINE/L1",8
"AL8G17270","NT9_v2","Family","pm25kb","LINE/unknown",7
"AL8G17270","NT9_v2","Family","pm25kb","LTR/Copia",13
"AL8G17270","NT9_v2","Family","pm25kb","LTR/Gypsy",10
"AL8G17270","NT9_v2","Family","pm25kb","LTR/Ty3",22
"AL8G17270","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G17270","NT9_v2","Family","pm25kb","SINE/tRNA",4
"AL8G17880","NT9_v2","Single-copy","pm25kb","DNA/Helitron",7
"AL8G17880","NT9_v2","Single-copy","pm25kb","LINE/L1",1
"AL8G17880","NT9_v2","Single-copy","pm25kb","LTR/unknown",1
"AL8G17890","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G17890","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G17890","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL8G17890","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G18170","NT9_v2","Family","pm25kb","DNA/Helitron",8
"AL8G18170","NT9_v2","Family","pm25kb","LINE/L1",9
"AL8G18170","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G18170","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G18170","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL8G18170","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G18820","NT9_v2","Family","pm25kb","DNA/Helitron",60
"AL8G18820","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G18820","NT9_v2","Family","pm25kb","LINE/L1",5
"AL8G18820","NT9_v2","Family","pm25kb","LINE/unknown",5
"AL8G18820","NT9_v2","Family","pm25kb","LTR/Copia",13
"AL8G18820","NT9_v2","Family","pm25kb","LTR/Gypsy",10
"AL8G18820","NT9_v2","Family","pm25kb","LTR/Ty3",22
"AL8G18820","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G18820","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL8G19200","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G19200","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G19200","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G19200","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G19200","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G19200","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G19200","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G19200","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G19860","NT9_v2","Single-copy","pm25kb","DNA/Helitron",2
"AL8G19860","NT9_v2","Single-copy","pm25kb","DNA/MULE-MuDR",2
"AL8G19860","NT9_v2","Single-copy","pm25kb","LINE/unknown",1
"AL8G20000","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",7
"AL8G20000","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G20000","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G20000","NT9_v2","Family","pm25kb","LTR/Ty3",12
"AL8G20430","NT9_v2","Family","pm25kb","DNA/Helitron",41
"AL8G20430","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G20430","NT9_v2","Family","pm25kb","LINE/L1",7
"AL8G20430","NT9_v2","Family","pm25kb","LINE/unknown",11
"AL8G20430","NT9_v2","Family","pm25kb","LTR/Copia",53
"AL8G20430","NT9_v2","Family","pm25kb","LTR/Gypsy",102
"AL8G20430","NT9_v2","Family","pm25kb","LTR/Ty3",114
"AL8G20430","NT9_v2","Family","pm25kb","LTR/unknown",7
"AL8G20430","NT9_v2","Family","pm25kb","SINE/tRNA",4
"AL8G20770","NT9_v2","Family","pm25kb","DNA/Helitron",11
"AL8G20770","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G20770","NT9_v2","Family","pm25kb","LINE/unknown",6
"AL8G20770","NT9_v2","Family","pm25kb","LTR/Copia",6
"AL8G20770","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G20770","NT9_v2","Family","pm25kb","LTR/Ty3",11
"AL8G20770","NT9_v2","Family","pm25kb","LTR/unknown",5
"AL8G20770","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G20940","NT9_v2","Family","pm25kb","DNA/Helitron",61
"AL8G20940","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G20940","NT9_v2","Family","pm25kb","LINE/L1",5
"AL8G20940","NT9_v2","Family","pm25kb","LINE/unknown",5
"AL8G20940","NT9_v2","Family","pm25kb","LTR/Copia",13
"AL8G20940","NT9_v2","Family","pm25kb","LTR/Gypsy",10
"AL8G20940","NT9_v2","Family","pm25kb","LTR/Ty3",22
"AL8G20940","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G20940","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL8G20950","NT9_v2","Family","pm25kb","DNA/Helitron",28
"AL8G20950","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G20950","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G20950","NT9_v2","Family","pm25kb","LTR/Copia",3
"AL8G20950","NT9_v2","Family","pm25kb","LTR/Gypsy",6
"AL8G20950","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G20950","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G21080","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G21080","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G21080","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G21080","NT9_v2","Family","pm25kb","LTR/Gypsy",6
"AL8G21080","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G21080","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G21090","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G21090","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G21090","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G21090","NT9_v2","Family","pm25kb","LTR/Gypsy",6
"AL8G21090","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G21090","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G21140","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G21140","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G21140","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G21140","NT9_v2","Family","pm25kb","LTR/Gypsy",3
"AL8G21140","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G21140","NT9_v2","Family","pm25kb","LTR/unknown",4
"AL8G21140","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G21440","NT9_v2","Family","pm25kb","DNA/Helitron",8
"AL8G21440","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G21440","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G21440","NT9_v2","Family","pm25kb","LTR/Copia",10
"AL8G21440","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G21440","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G21440","NT9_v2","Family","pm25kb","LTR/unknown",5
"AL8G21440","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G21620","NT9_v2","Family","pm25kb","DNA/Helitron",17
"AL8G21620","NT9_v2","Family","pm25kb","LINE/unknown",5
"AL8G21620","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G21620","NT9_v2","Family","pm25kb","LTR/unknown",6
"AL8G21640","NT9_v2","Family","pm25kb","DNA/Helitron",18
"AL8G21640","NT9_v2","Family","pm25kb","LINE/unknown",5
"AL8G21640","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G21640","NT9_v2","Family","pm25kb","LTR/unknown",6
"AL8G21750","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G21750","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G21750","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G21750","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G21750","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G21750","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL8G21750","NT9_v2","Family","pm25kb","LTR/unknown",2
"AL8G21750","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G21850","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G21850","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G21850","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G21850","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G21850","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G21960","NT9_v2","Family","pm25kb","DNA/Helitron",17
"AL8G21960","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",3
"AL8G21960","NT9_v2","Family","pm25kb","LINE/L1",7
"AL8G21960","NT9_v2","Family","pm25kb","LTR/Copia",14
"AL8G21960","NT9_v2","Family","pm25kb","LTR/Gypsy",4
"AL8G21960","NT9_v2","Family","pm25kb","LTR/Ty3",19
"AL8G21960","NT9_v2","Family","pm25kb","LTR/unknown",5
"AL8G21960","NT9_v2","Family","pm25kb","SINE/tRNA",4
"AL8G22210","NT9_v2","Family","pm25kb","DNA/Helitron",9
"AL8G22210","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G22210","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G22210","NT9_v2","Family","pm25kb","LTR/Copia",6
"AL8G22260","NT9_v2","Family","pm25kb","DNA/Helitron",26
"AL8G22260","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G22260","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G22260","NT9_v2","Family","pm25kb","LTR/Copia",17
"AL8G22260","NT9_v2","Family","pm25kb","LTR/Gypsy",4
"AL8G22260","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G22280","NT9_v2","Family","pm25kb","DNA/Helitron",26
"AL8G22280","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G22280","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G22280","NT9_v2","Family","pm25kb","LTR/Copia",17
"AL8G22280","NT9_v2","Family","pm25kb","LTR/Gypsy",4
"AL8G22280","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G22510","NT9_v2","Family","pm25kb","DNA/Helitron",12
"AL8G22510","NT9_v2","Family","pm25kb","LINE/L1",8
