family_id	species	n_assemblies	max_copy	min_copy	median_copy	mean_copy	sd_copy	var_copy	cv	dispersion
OG0000440	AT	133	2	1	2	1.95488721804511	0.208336181343031	0.0434039644565961	0.106571969687012	0.0222027972027972
OG0000442	AL	21	1	1	1	1	0	0	0	0
OG0000442	AT	133	52	5	16	15.218045112782	5.82749276336233	33.9596719070403	0.382933071900786	2.23153970535393
OG0000445	AL	21	2	0	2	1.80952380952381	0.511766315719159	0.261904761904762	0.282818227107956	0.144736842105263
OG0000445	AT	133	4	2	3	2.66917293233083	0.518181618320084	0.268512189564821	0.194135648553722	0.100597524541187
OG0000448	AL	21	10	6	9	8.76190476190476	1.22085060121056	1.49047619047619	0.139336209920771	0.170108695652174
OG0000448	AT	133	2	1	2	1.93984962406015	0.23866416420647	0.0569605832763728	0.123032301703335	0.0293634014564247
OG0000452	AL	21	1	0	0	0.476190476190476	0.511766315719159	0.261904761904762	1.07470926301023	0.55
OG0000452	AT	133	1	0	1	0.984962406015038	0.122162485315295	0.0149236728184096	0.124027561426979	0.0151515151515151
OG0000453	AL	21	1	1	1	1	0	0	0	0
OG0000453	AT	133	1	1	1	1	0	0	0	0
OG0000473	AL	21	1	1	1	1	0	0	0	0
OG0000473	AT	133	11	7	10	9.70676691729323	0.877167919441451	0.769423558897243	0.0903666408100023	0.0792667183062226
OG0000496	AL	21	2	1	2	1.9047619047619	0.300792603759119	0.0904761904761905	0.157916116973538	0.0475
OG0000496	AT	133	1	1	1	1	0	0	0	0
OG0000500	AL	21	2	0	2	1.80952380952381	0.511766315719159	0.261904761904762	0.282818227107956	0.144736842105263
OG0000500	AT	133	21	7	15	14.406015037594	2.64012624234708	6.97026657552973	0.183265548137872	0.483844182956917
OG0000501	AL	21	10	7	9	9.04761904761905	0.920662287496912	0.847619047619047	0.101757410723343	0.0936842105263158
OG0000501	AT	133	2	1	2	1.99248120300752	0.0867109969524119	0.00751879699248118	0.0435191041308331	0.00377358490566037
OG0000503	AL	21	2	1	2	1.9047619047619	0.300792603759119	0.0904761904761905	0.157916116973538	0.0475
OG0000503	AT	133	2	1	2	1.78947368421053	0.409223795535567	0.167464114832536	0.228683885740464	0.0935828877005346
OG0000504	AL	21	3	1	2	1.61904761904762	0.669043382464133	0.447619047619048	0.413232677404317	0.276470588235294
OG0000504	AT	133	9	7	9	8.84962406015038	0.398790607346302	0.159033948507632	0.0450629998105847	0.0179707010633094
OG0000510	AL	21	4	1	3	2.76190476190476	0.943650459903555	0.89047619047619	0.341666545827149	0.322413793103448
OG0000510	AT	133	8	3	8	7.14285714285714	1.29183248481805	1.66883116883117	0.180856547874527	0.233636363636364
OG0000513	AL	21	11	8	10	10.0952380952381	0.830948969838816	0.69047619047619	0.0823109828613922	0.0683962264150943
OG0000513	AT	133	4	2	4	3.92481203007519	0.291912713977061	0.0852130325814534	0.0743762278907071	0.0217113665389527
OG0000534	AL	21	1	1	1	1	0	0	0	0
OG0000534	AT	133	5	3	5	4.86466165413534	0.440074974452839	0.193665983139667	0.0904636346247722	0.0398107816964076
OG0000535	AL	21	7	2	7	6.33333333333333	1.11055541659718	1.23333333333333	0.175350855252186	0.194736842105263
OG0000535	AT	133	2	1	2	1.66165413533835	0.474935690145977	0.225563909774436	0.285821026196448	0.135746606334842
OG0000546	AL	21	7	3	4	4.95238095238095	1.28359613882991	1.64761904761905	0.259187681879116	0.332692307692308
OG0000546	AT	133	7	6	7	6.99248120300752	0.086710996952412	0.0075187969924812	0.0124006049405062	0.0010752688172043
OG0000549	AL	21	6	5	6	5.80952380952381	0.402373908081478	0.161904761904762	0.0692610825386151	0.0278688524590164
OG0000549	AT	133	4	4	4	4	0	0	0	0
OG0000589	AL	21	4	1	3	2.66666666666667	0.966091783079296	0.933333333333333	0.362284418654736	0.35
OG0000589	AT	133	1	0	1	0.676691729323308	0.469507675421352	0.220437457279562	0.693828009233776	0.325757575757575
OG0000591	AL	21	6	5	6	5.95238095238095	0.218217890235992	0.0476190476190476	0.0366606055596467	0.00799999999999999
OG0000591	AT	133	1	1	1	1	0	0	0	0
OG0000594	AL	21	17	4	9	9.66666666666667	3.07137319994385	9.43333333333333	0.317728262063157	0.975862068965517
OG0000594	AT	133	2	1	2	1.74436090225564	0.437869070965592	0.19172932330827	0.251019769131137	0.109913793103448
OG0000598	AL	21	9	7	8	7.95238095238095	0.497613351528119	0.247619047619048	0.062574134024494	0.0311377245508982
OG0000598	AT	133	3	2	3	2.98496240601504	0.122162485315295	0.0149236728184097	0.0409259711509678	0.00499961834974429
OG0000599	AL	21	30	10	15	18.2380952380952	6.59473094147716	43.4904761904762	0.361590991569244	2.3845953002611
OG0000599	AT	133	2	2	2	2	0	0	0	0
